Name,Short_Name,Price
mysore soap Rs.42, Rs.42 மைசூர் சான்டால்,42.0
pears soap gold Rs.49,Rs.49 பியர்ஸ்soap gold,49.0
pears soap gold Rs.47,Rs.47பியர்ஸ்soap gold,47.0
pears soap gold Rs.51,Rs.51பியர்ஸ்soap gold,51.0
theepam yennaie 500ml pk,500ml தீபம் எண்ணெய் PKT,110.0
puttu maavu 500g aakaa,puttu maavu 500g aakaa,80.0
sanitizer hamam 50ml,sanitizer hamam 50ml,25.0
pachcharisi pa.ponni ,ponni pachcharisi ,60.0
kallaparuppu udhayam 1kg,உதயம்.கல்லபருப்பு 1kg,108.0
water 2ltr ,2ltr வாட்டர்,30.0
chik egg white 80ml Rs.55 ,80ml சிகஂ எஃகு ஒயஂடஂ சாமஂபு,55.0
surf excel powder 1.5 kg blue,surf excel powder 1.5 kg blue,210.0
mysore cake Rs.150 ,mysore cake Rs.150 ,150.0
choclate,choclate,300.0
XXX rice sippam,XXX rice sippam,1800.0
777 rice sippam,777 அரிசி சிப்பம்,1800.0
kallmavy no.1,No.1கள்ளமாவு,100.0
popcorn 5 pkt,Rs.5சொளபொறி pkt,125.0
ragam gold 250g,ராகம் அத்தி 250g,215.0
abisegam settu(pig) archana,அபிசேகம்செட்டு big (archana),220.0
abisegam settu(small)archana,அபிசேகம்செட்டு (s)archana,150.0
milkybar Rs.20 1box,Rs.20மில்கிபார் பாக்ஸ்,480.0
then mittai rs 12,Rs.12 தேன் மிட்டாய்,12.0
mushroom cup,காளான் கப் 450ml,200.0
lion dates 500g Rs.149,500gலயன் டேட்ஸ் Rs.149,144.0
thani milagai thool 100g saram(1kg),100gதனி மிளகாய் தூள் saram,500.0
oil gems.gold(ka) 1ltr,1 ltr ஜெம்ஸ் கோல்டு  ம.எண்ணெய்,241.0
oil gems.gold(ka) 1ltr box,gems ம.எண்ணெய் 1ltr box,2410.0
sunrice Rs.2 pic,sunrice Rs.2 pic,2.0
candyman fantastik Rs.200,Rs.5 Candyman Fantastik Jar,200.0
colin spray 500ml,500ml Colin Spray ,115.0
jaazera,ஜசீரா,1000.0
colgate brush Rs.25 saram,Rs.25.கோல்கட் பிரஷ் சரம்,300.0
thiraviya podi 100g,100g திரவிய பொடி ,15.0
cinthol cool Rs.40,cinthol cool Rs.40,42.0
cinthol(og) Rs.42,சிந்தால்(og) Rs.42,42.0
cinthol(og) Rs.40,cinthol(og) Rs.40,42.0
sunfeast Rs.10 ps,sunfeast Rs.10 ps,10.0
Rin powder Rs.2 saram 18ps,Rs.2 ரின் பவுடர் சரம் 18ps,36.0
marie gold Rs.40,Rs.40 மேரி கோல்ட்,40.0
badham Rs.10 saram,Rs.10.பாதாம் சரம்,240.0
munthir Rs.10 saram,munthir Rs.10 saram,240.0
thirachai Rs.5 saram,Rs.5 திராட்சை சரம்,120.0
thirachai karuppu Rs.5 saram,Rs.5கருப்பு திராட்சை சரம்,120.0
munthiri Rs.10 saram,Rs.10. முந்திரி சரம்,240.0
ponds bright beauty Rs.49,ponds bright beauty Rs.49,49.0
Eyecap jar Rs.90,Rs.90 கண் மருந்து டியுப் ஜார்,90.0
FEVIQUICK Rs.5 attai,Rs.5 பெவிகுயிக் அட்டை,50.0
lux soap rose Rs.35, Rs.35 lux soap rose,35.0
meera herpal Rs.91,meera herpal Rs.91,109.0
surf LIQ matic(F&L) Rs.230,சர்ப் LIQ matic(F&L) Rs.230,230.0
soodam villai Rs.30,Rs.30 வில்லை சூடம்ps,30.0
lakshmi gold sippam,லஷ்மி கோல்ட்  சிப்பம்,1200.0
lion dates 100g,100g லயன் டேட்ஸ்,30.0
super vasmol 100ml,super vasmol 100ml,60.0
RS pathy 5ml,RS pathy 5ml,35.0
Napati Rs.10,Napati Rs.10,10.0
handplast jar.Rs.220,handplast jar.Rs.220,220.0
perungayathool 25gm 10ps kattu,25gm பெருங்காயத்தூள்10psகட்டு,370.0
Nabati Rs.10,Rs.10 நபாட்டி,10.0
Nabati Rs.5 box.24ps,Rs.5 நபாட்டி பாக்ஸ் 24ps,120.0
Nabati Rs.10 dozen,Rs.10 நபாட்டி டசன்,120.0
vathi pinapple Rs.10 dozen,vathi pinapple Rs.10 dozen,120.0
5 star gold rajapogam sippam,5 star gold rajapogam sippam,1500.0
michar pori Rs.5.pkt,Rs.5பொறி மிச்சர்.pkt,80.0
lion syrup Rs.107,lion syrup Rs.107,107.0
lollipop  jolly Rs.2 jar,lollipop  jolly Rs.2 jar,200.0
lollipop  jolly Rs.5 jar,lollipop  jolly Rs.5 jar,300.0
lollipop nutrine Rs.2 jar,lollipop nutrine Rs.2 jar,350.0
bullet hmt sippam,HMTபுல்லெட் அரிசி சிப்பம்,1500.0
kirushnaa CR rice,கிருஷ்ணா இட்லி அரிசி சிப்பம்,900.0
salt uppu 1/2kg,1/2kg சரவணா  தூள் உப்பு,10.0
cinthol cool Rs.45,சிந்தால் நீலம் Rs.45 ,45.0
tooth picks wooden,tooth picks wooden,35.0
sombu sweet,1kg ஸ்வீட் சோம்பு pkt,180.0
avt gold cup 100g jar,avt gold cup 100g jar,95.0
avt gold cup 250g jar,avt gold cup 250g jar,200.0
avt gold cup 500g pak,avt gold cup 500g pak,290.0
avt green tea 100g 1,avt green tea 100g 1,145.0
avt green tea 100g (1+1),avt green tea 100g (1+1),145.0
avt premium filter coffee 200g,avt premium coffee 200g,72.0
avt gold cup 100g riff,avt gold cup 100g riff,85.0
vicks vaporub 10ml,vicks vaporub 10ml,42.0
vicks vaporub 25ml,vicks vaporub 25ml,90.0
Gillette presto Rs.20,Gillette presto Rs.20,20.0
Vicks inhalerkeychain Rs 59,Vicks inhalerkeychain Rs59,59.0
Gillete WINNER RS127,Gillete winner RS127,127.0
vicks vaporub e.strong 25ml,25ml விக்ஸ் வேபோரப் e.strong ,105.0
vicks vaporub e.strong 10ml,10ml விக்ஸ் வேபோரப் e.strong,49.0
vasmol jasmine 90ml,90ml வாஸ்மோல் ஜெஸ்மின்,35.0
seeval nice Rs.20 bundle,Rs20 நைஸ் சீவல்(b),100.0
seeval satha Rs.20 bandal,Rs.20 சாதாசீவல்(b),100.0
AK vella ponni kg,AK.வெள்ளபொன்னி kg,50.0
nei GRP 100ml,100ml GRP நெய்,109.0
pottukadalai muzhsu 1kg,kgபொட்டுகடலை முழுசு,100.0
kuzhampu மி.தூள் 100g saram,100g குழம்பு மி.தூள் சரம்,320.0
meera herpal 120g,meera herpal 120g,109.0
levista  200g Rs130,levista  200g Rs130,145.0
anil kothuma semiya 180g,180gஅணில் கோதும சேமியா,30.0
rusk parle 5 pai,Rs.5 பார்லே ரஸ்க் பை,60.0
indica hair powder box Rs.168,Rs.168 indica hair powder box ,168.0
moong tal parle 12ps Rs.5 saram,மூங் டால் சரம்parle 12ps Rs.5 saram,60.0
rusk mario Rs.10,Rs.10 மரினோ ரஸ்க்,10.0
dettol 550ml,550ml டெட்டால்,284.9
VIP rajapogam sippam,VIP rajapogam sippam,1600.0
paani poori cup periyathu 50ps,50ps பானிபூரி கப் பெரியது,50.0
paani poori cup periyathu 100ps,பானிபூரி கப் பெரியது100ps,100.0
anil raagi semiya 180g,180g அணில் ராகி சேமியா,26.0
gillete guard.6pcs Rs.50 ,gillete guard.6pcs Rs.50 ,50.0
orange mittai pkt,புலிப் மிட்டாய் pkt,40.0
nei udhayakishna 1ltr.jar,1ltr உதயகிருஷ்ணா நெய்,750.0
lifebuoy soap Rs.37,Rs.37லைபாய் சோப்,37.0
horlicks junior vannila 500g Rs.299,horlicks junior vannila 500g Rs.299,299.0
horlicks junior vannila 500g Rs.315,horlicks junior vannila 500g Rs.315,315.0
horlicks junior choco 500g.Rs.290,horlicks junior choco 500g.Rs.290,290.0
guava mittai Jar Rs.100,guava mittai Jar Rs.100,220.0
orange mittai svc pan jar 0.50 paisa,orange mittai svc pan jar 0.50 paisa,150.0
kick jar 2rs Jar,kick jar 2rs Jar,200.0
thenga perichai cake jar,தேங்கா பர்பி ஜார்,300.0
orange mittai svc canty jar Rs.150,orange mittai svc canty jar Rs.150,150.0
pulip mittaiye pkt,புளிப்பு மிட்டாய் pkt,40.0
cigaretee gold stoke,cigaretee gold stoke,40.0
bun Rs.24,bun Rs.24,24.0
Nool mittaiye jar ,Rs.1 நூல் மிட்டாய் jar,100.0
dairy king 2rs jar,டைரி கிங் 2rs jar,100.0
kurkure 1rs pkt,குர்குரே Rs.1 pkt,50.0
moon chips 12ps,மூன் சிப்ஸ்'12ps,60.0
apsara sharpner Rs.50,அப்சரா ஷார்ப்நேர் Rs.50,50.0
moiye cover 100ps,மொய்  கவர்100ps,50.0
yo yo pencil,யோ யோ பென்சில்,5.0
oral b brush Rs.25 ps,oral b brush Rs.25 ps,25.0
milagai no.2,No.2மிளகாய்,300.0
hamam soap Rs.35,Rs.35ஹமாம் சோப்,35.0
colgate strong 200g Rs.106,colgate strong 200g Rs.106,106.0
bothroom brush Rs.40,bothroom brush Rs.40,40.0
unibic wafer box 24ps,unibic wafer box 24ps,120.0
rusk elite Rs.25,rusk elite Rs.25,25.0
thenga perichai cake 5ps,5psதேங்கா பர்பி,5.0
Mr.gold (sf)5ltr.gane,5L Mr.கோல்டு சன்பிளவர் ஆயில் w (Free),1025.0
karthicka red 175ml ,75ml கார்த்திகா ரெட் ஷாம்பூ ,89.0
karthika black shampoo 80ml,80ml கார்த்திகா கருப்பு ஷாம்பு,52.0
VVD gold coco.oil 500ml jar,500ml vvd தே.எண்ணெய் jar,215.0
good day Rs.25,Rs.25 குட்டே,22.0
anil rice flour 500g,500g அணில் அரிசி மாவு,31.0
nandhi rice 1kg,1kg நந்தி அரிசி,40.0
badham drink mix (1+1) 200g,200gபாதாம்(1+1)மிக்ஸ் ஆச்சி,160.0
karthicka green 180ml,180ml கார்த்திகா கிரினஂ ஷாம்பு,112.0
oral b brush Rs.30 attai,Rs.30 ஓரல் பி பிரஷ் ,180.0
head & shoulder neem 180ml Rs.225,head & shoulder neem 180ml Rs.225,225.0
head & shoulder cool 180ml Rs.180,head & shoulder cool 180ml Rs.180,180.0
head & shoulder silky 180ml Rs.180,head & shoulder silky 180ml Rs.180,180.0
head & shoulder smooth Rs.180,head & shoulder smooth Rs.180,180.0
head & shoulder smooth Rs.75,head & shoulder smooth Rs.75,75.0
head & shoulder cool Rs.89,head & shoulder cool Rs.89,89.0
gokulam dates 500g (1+1),கோகுலம் டேட்ஸ் 500g (1+1),180.0
VVD priyam g.nut oil,VVDப்ரியம் மணிலா எண்ணெய்1ltr,270.0
santoor soap Rs.38,Rs.38.சந்தூர் சோப்பு,38.0
nei vvd 100g,100ml VVD நெய்,70.0
paani poori cup 100ps sinnathu,100psபானிபூரிகப்சின்னது,90.0
himalaya baby soap Rs.80,Rs.80 ஹிமாலயா பேபி  சோப் ,80.0
himalaya baby diaber Rs.10 saram,ஹிமாலயா பேபி டயபர் Rs.10சரம்,120.0
himalaya baby diaber(s) Rs.10 saram,ஹிமாலயா பேபி டயபர் Rs.10சரம்(s),120.0
himalaya baby (M)diaber Rs.12 saram,ஹிமாலயா பேபி டயபர் Rs.12சரம்(m),144.0
himalaya baby diaber (L)Rs.14 saram,ஹிமாலயா பேபி டயபர் Rs.14சரம்(L),168.0
himalaya baby (XL)diaber Rs.18 saram,ஹிமாலயா பேபி டயபர் Rs.18சரம்(XL),216.0
horlicks 200g pkt Rs.95,ஹார்லிக்ஸ் 200g pkt Rs.95,109.0
pears gold Rs.54,pears gold Rs.54,54.0
nandhi kurunai KG,Kg நந்தி குருணை,35.0
gokulam black dates 200g Rs.145,கோகுலம் கருப்பு டேட்ஸ் 200g Rs.145,145.0
ragam shakthi 250g jar,250g jarராகம் சக்தி,158.0
kollu 500g,500gகொள்ளு,50.0
thinai arisi 500g,500gதிணை அரிசி,77.0
saamai arisi 500g,500gசாமைஅரிசி,90.0
boost 200g jar Rs.129,boost 200g jar Rs.129,129.0
boost 500G rifil R.264,boost 500G rifil R.264,264.0
complan 200g choco rifil Rs.120,200g காம்ப்ளான் choco rifil,120.0
thirachai Rs.10 attai,thirachai Rs.10 attai,120.0
munthri Rs.10 atta ,munthri Rs.10 atta,120.0
comfort  220ml Royal Rs.65,comfort  220ml Royal Rs.65,65.0
surf LIQ FL.1ltr Rs.245,சர்ப் LIQ FL.1ltr Rs.245,245.0
surf LIQ (T/L) Rs.215,சர்ப் LIQ (T/L) Rs.215,160.0
surf LIQ easy wash Rs.189,சர்ப்  LIQ easy wash Rs.189,189.0
Rin liguid 430ml Rs.80,430ml ரின் liquid,80.0
tide 1kg lemon,tide 1kg lemon,75.0
arial(T&L)500ml Rs.115,arial(T&L)500ml Rs.115,115.0
harpic blue 200ml,200ml ஹார்பிக் நீலம்,40.0
harpic blue 900ml,900ml ஹார்பிக் நீலம்,195.0
harpic red 1ltr,harpic red 1ltr,189.0
penoil black 450ml Rs.60,450ml பெனாயில் கருப்பு,50.0
penoil grmicekk white 1.ltr,1ltr பெனாயில் ஜெர்மிசெக் வெள்ளை,95.0
lizol neem 2ltr,lizol neem 2ltr,380.0
lizol lavender 2ltr,lizol lavender 2ltr,380.0
lizol floral 975ml,lizol floral 975ml,210.0
lizol lavender 975ml,lizol lavender 975ml,196.0
lizol jasmine 975ml,lizol jasmine 975ml,196.0
lizol santol 500ml,lizol santol 500ml,103.0
lizol floral 500ml,500ml லைசால் floral,116.0
lizol fine 500ml,lizol fine 500ml,103.0
lizol jasmine 200ml,200ml Lizol Jasmine,48.0
surf excel soup Rs.15,Rs.15 சர்ப் எக்சல் சோப்,15.0
surf excel soup 15Rs,surf excel soup 15Rs,15.0
soodam small box Rs.50,Rs.50சூடம் டப்பா,50.0
jamantri Rs.40,jamantri Rs.40,40.0
nama katti ps,நாம கட்டிps,20.0
paani poori cup sinnathu 50ps,50psபானிபூரிகப்சின்னது,50.0
marie gold Rs.20,Rs.20 மேரி கோல்ட்,20.0
otto 25ml Rs.69,otto 25ml Rs.69,69.0
otto 25ml Rs.99,otto 25ml Rs.99,99.0
olir led 9w,9W  Olir Led,189.0
himalaya neem&termaric Rs.54,himalaya neem&termaric Rs.54,50.0
himalaya neem&termaric Rs.30,himalaya neem&termaric Rs.30,30.0
himalaya cucumber soap Rs.50,himalaya cucumber soap Rs.50,50.0
himalaya cucumber soap Rs.33,himalaya cucumber soap Rs.33,33.0
himalaya honey soap Rs.50,himalaya honey soap Rs.50,50.0
himalaya honey soap Rs.33,himalaya honey soap Rs.33,33.0
himalaya baby hair oil Rs.70,himalaya baby hair oil Rs.70,70.0
himalaya ayurveda sandal Rs.40,himalaya ayurveda sandal Rs.40,40.0
himalaya ayurveda sandal Rs.60,himalaya ayurveda sandal Rs.60,60.0
maggi noodles Rs.51,Rs.51 மேகி  நூடுல்ஸ் ,51.0
olir led 12w Rs.289,olir led 12w Rs.289,289.0
olir led ac/dc Rs.549,olir led ac/dc Rs.549,549.0
munch Rs.10 box,munch Rs.10 box,300.0
maggi noodles Rs.28,Rs.28 மேகி நூடுல்ஸ் ,28.0
joy night box,joy night box,85.0
ravai elite 200g,200g எலைட் ரவை,20.0
hamam soap Rs.36,Rs.36.ஹமாம் சோப்,36.0
Rin soap Rs.24,Rs.24.ரின் சோப் ,24.0
bashmathi rice clasic 27kg,bashmathi rice clasic 27kg,2850.0
oral b brush Rs.49,oral b brush Rs.49,49.0
vathi kings of tamil Rs.40,vathi kings of tamil Rs.40,40.0
vathi GDS Rs.60,Rs.60 GDS வத்தி,60.0
vathi cycle Rs.100,vathi cycle Rs.100,100.0
vathi pinapple Rs.12 dozen,vathi pinapple Rs.12 dozen,144.0
lizol jasmine 500ml,500ml lizol jasmine,123.0
vathi 3in1 Rs.10,vathi 3in1 Rs.10,10.0
dabur honey 50ml,50ml டாபர் ஹனி ,45.0
pepper thool white 500g,500g  BEST ஒய்ட் பெப்பர் தூள்,70.0
ragam b(perichai) Rs.224,Rs.224ராகம்(க.பேரிச்சைபழம்,224.0
milaguthool sakthi 50g,50g  சக்தி மிளகுத்தூள் ,65.0
milaguthool Rs.10 saram,Rs.10மிளகுதூள்சரம்,100.0
oil goldwinner 5.ltr cane,5.ltr கோல்டு வின்னர் cane,900.0
milaguthool aatchi Rs.10 saram,Rs.10ஆச்சி மிளகுதூள்சரம்,100.0
meera shikkai badam shampoo Rs.137,meera shikkai badam shampoo Rs.137,137.0
meera onion 180ml Rs.170,180ml meera onion shampoo,170.0
pantene lively clean 200ml Rs.145,pantene lively clean 200ml Rs.145,145.0
pantene lively clean 90ml Rs.65,pantene lively clean 90ml Rs.65,65.0
sunsilk onion rose 180ml Rs.152,180ml சன்சில்க் onion&rose,152.0
sunsilk thick &long180ml Rs.98,180ml சன்சில்க் thick & long,98.0
Rin liguid 430ml Rs.70,Rin liguid 430ml Rs.70,70.0
Rin liguid 430ml Rs.85,430ml ரின் liquid ,85.0
Rin liquid ALA 500ml Rs.85 ,Rin liquid ALA 500ml Rs.85 ,85.0
vasmol jasmine Rs.20,vasmol jasmine Rs.20,20.0
vasmol jasmine 45ml Rs.20,45ml வாஸ்மோல் ஜெஸ்மின் Rs.20,20.0
vasmol jasmine 200ml Rs.75,vasmol jasmine 200ml Rs.75,75.0
vasmol hair black oil 200ML,200ML வாஸ்மோல் hair black oil,90.0
vasmol hair black oil 100ml,vasmol hair black oil 100ml,48.0
vasmol hair black oil 50ml,vasmol hair black oil 50ml,35.0
kal uppu sippam annam,கல் உப்பு சிப்பம்annam,15.0
himalaya baby shampoo 100ml,100ml ஹிமாலயா பேபி சாம்பு ,100.0
annai amla honey 300gm,annai amla honey 300gm,150.0
nei AAC 200ml,nei AAC 200ml,155.0
cd local brand Rs.10(1k) apple,cd local brand Rs.10(1k) apple,300.0
cd local brand Rs.10 (1k)panner soda,cd local brand Rs.10 (1k)panner soda,300.0
cd local brand Rs.10(1k)ஆப்பிள்,Rs.10 ஆப்பிள் (1k),300.0
cd local brand Rs.10 (1k)பன்னிர் சோடா,Rs.10 பன்னிர் சோடா (1k),300.0
pepper xxx(500g),pepper xxx(500g),120.0
otto powder 50g,otto powder 50g,65.0
mop color steel no.2,மாப் கலர் ஸ்டீல் no.2,200.0
mop wood no.3,மாப் உட் no.3,100.0
sweeper No.1,ச்வீபேர் தொடப்பம் No.1,150.0
bothroom brush single side,bothroom brush single side,100.0
bothroom brush double side,bothroom brush double side,100.0
milk biscuit Rs.55,Rs.55 மில்க் பிஸ்கட்,55.0
annai mixed dry fruits 250g,annai mixed dry fruits 250g,220.0
samBrani cup maya Rs.72,Rs.72 கப் சாம்பராணி மாயா,72.0
broom galaxy steel (1) Rs.195 ,broom galaxy steel (1) Rs.195 ,195.0
broom alif broom(2)Rs.180,broom alif broom(2)Rs.180,180.0
broom Rose steel(3)Rs.160,broom Rose steel(3)Rs.160,160.0
broom safar tulsi(4) Rs.225 ,broom safar tulsi(4) Rs.225 ,225.0
broom alif jumpo 3g(5)Rs.155,broom alif jumpo 3g(5)Rs.155,155.0
broom alif pipe(6)Rs.165,broom alif pipe(6)Rs.165,165.0
broom safar steel zinc(7) Rs.265 ,broom safar steel zinc(7) Rs.265 ,265.0
soodam1kg,சூடம்1kg,1000.0
anil idiyappa maavu(ra)500g,anil 500gஇடியாப்பமாவு,39.0
Mr.gold coconut oil 1ltr,Mr.gold coconut oil 1ltr,140.0
perungayam ptc 25g ps,perungayam ptc 25g ps,50.0
citrus plus srup saram,citrus plus srup saram,120.0
Rin soap Rs.26,Rin soap Rs.26,26.0
Rin soap set Rs.104,Rs.104 ரின் சோப்பு set,104.0
bashmathi rice clasic ,பாஸ்மதி clasic ,120.0
power soap Rs.10.yellow,Rs.10 பவர் சோப்பு மஞ்சள்,10.0
power soap Rs.10.blue,Rs.10 பவர் சோப்பு நீலம்,10.0
chakravarthi soap Rs.10(b),ரூ.10 சக்கரவர்த்தி சோப் நீலம்,10.0
chakravrthi soap Rs.10(y),ரூ.10 சக்கரவர்த்தி சோப் மஞ்சள்,10.0
perungayathool(LDS) 20g kattu,20gLDS(பெ.காய.தூள்)கட்டு,270.0
marie vitta Rs.10,ரூ.10 விட்டா மேரி,10.0
